,visitor,home,dates,visitor_score,home_score
100,DET,CHI,20141110,91,102
101,SAS,LAC,20141110,89,85
102,ORL,TOR,20141111,100,104
103,LAL,MEM,20141111,102,107
104,OKC,MIL,20141111,78,85
105,SAC,DAL,20141111,98,106
106,CHO,POR,20141111,100,102
107,SAS,GSW,20141111,113,100
108,DET,WAS,20141112,103,107
109,UTA,ATL,20141112,97,100
110,OKC,BOS,20141112,109,94
111,IND,MIA,20141112,81,75
112,ORL,NYK,20141112,97,95
113,LAL,NOP,20141112,102,109
114,POR,DEN,20141112,130,113
115,BRK,PHO,20141112,104,112
116,HOU,MIN,20141112,113,101
117,SAC,MEM,20141113,110,111
118,CHI,TOR,20141113,100,93
119,PHI,DAL,20141113,70,123
120,BRK,GSW,20141113,99,107
121,DEN,IND,20141114,108,87
122,MIL,ORL,20141114,85,101
123,MIA,ATL,20141114,103,114
124,CLE,BOS,20141114,122,121
125,UTA,NYK,20141114,102,100
126,PHI,HOU,20141114,87,88
127,MIN,NOP,20141114,91,139
128,DET,OKC,20141114,96,89
129,CHO,PHO,20141114,103,95
130,SAS,LAL,20141114,93,80
131,ORL,WAS,20141115,93,98
132,ATL,CLE,20141115,94,127
133,UTA,TOR,20141115,93,111
134,IND,CHI,20141115,99,90
135,DET,MEM,20141115,88,95
136,MIN,DAL,20141115,117,131
137,BRK,POR,20141115,87,97
138,SAS,SAC,20141115,91,94
139,CHO,GSW,20141115,87,112
140,PHO,LAC,20141115,107,120
141,DEN,NYK,20141116,93,109
142,MIL,MIA,20141116,91,84
143,HOU,OKC,20141116,69,65
144,GSW,LAL,20141116,136,115
145,DAL,CHO,20141117,107,80
146,DEN,CLE,20141117,106,97
147,PHO,BOS,20141117,118,114
148,MIA,BRK,20141117,95,83
149,ORL,DET,20141117,107,93
150,HOU,MEM,20141117,93,119
151,PHI,SAS,20141117,75,100
152,NOP,POR,20141117,93,102
153,CHI,LAC,20141117,105,89
154,LAL,ATL,20141118,114,109
155,NYK,MIL,20141118,113,117
156,OKC,UTA,20141118,81,98
157,NOP,SAC,20141118,106,100
158,SAS,CLE,20141119,92,90
159,CHO,IND,20141119,86,88
160,LAC,ORL,20141119,114,90
161,BOS,PHI,20141119,101,90
162,DAL,WAS,20141119,105,102
163,MIL,BRK,20141119,122,118
164,PHO,DET,20141119,88,86
165,MEM,TOR,20141119,92,96
166,NYK,MIN,20141119,99,115
167,OKC,DEN,20141119,100,107
168,LAL,HOU,20141119,98,92
169,LAC,MIA,20141120,110,93
170,CHI,SAC,20141120,88,103
171,ORL,CHO,20141121,105,100
172,PHO,PHI,20141121,122,96
173,DET,ATL,20141121,89,99
174,MIL,TOR,20141121,82,124
175,BOS,MEM,20141121,100,117
176,SAS,MIN,20141121,121,92
177,BRK,OKC,20141121,94,92
178,CLE,WAS,20141121,78,91
179,LAL,DAL,20141121,106,140
180,NOP,DEN,20141121,97,117
181,UTA,GSW,20141121,88,101
182,CHI,POR,20141121,87,105
183,PHO,IND,20141122,106,83
184,MIA,ORL,20141122,99,92
185,TOR,CLE,20141122,110,93
186,PHI,NYK,20141122,83,91
187,DAL,HOU,20141122,92,95
188,SAC,MIN,20141122,113,101
189,WAS,MIL,20141122,111,100
190,BRK,SAS,20141122,87,99
191,NOP,UTA,20141122,106,94
192,POR,BOS,20141123,94,88
193,LAC,MEM,20141123,91,107
194,CHO,MIA,20141123,93,94
195,GSW,OKC,20141123,91,86
196,DEN,LAL,20141123,101,94
197,LAC,CHO,20141124,113,92
198,ORL,CLE,20141124,74,106
199,POR,PHI,20141124,114,104
200,PHO,TOR,20141124,100,104
201,NYK,HOU,20141124,86,91
202,IND,DAL,20141124,111,100
203,CHI,UTA,20141124,97,95
204,ATL,WAS,20141125,106,102
205,GSW,MIA,20141125,114,97
206,DET,MIL,20141125,86,98
207,SAC,NOP,20141125,99,89
208,CHI,DEN,20141125,109,114
209,POR,CHO,20141126,105,97
210,WAS,CLE,20141126,87,113
211,GSW,ORL,20141126,111,96
212,BRK,PHI,20141126,99,91
213,TOR,ATL,20141126,126,115
214,NYK,DAL,20141126,102,109
215,LAC,DET,20141126,104,98
216,SAC,HOU,20141126,89,102
217,MIL,MIN,20141126,103,86
218,UTA,OKC,20141126,82,97
219,IND,SAS,20141126,100,106
220,DEN,PHO,20141126,112,120
221,MEM,LAL,20141126,99,93
222,CHI,BOS,20141128,109,102
223,GSW,CHO,20141128,106,101
224,NOP,ATL,20141128,91,100
225,MIL,DET,20141128,104,88
226,DAL,TOR,20141128,106,102
227,LAC,HOU,20141128,102,85
228,ORL,IND,20141128,83,98
229,NYK,OKC,20141128,78,105
230,SAC,SAS,20141128,104,112
231,PHO,DEN,20141128,97,122
232,MEM,POR,20141128,112,99
233,MIN,LAL,20141128,120,119
234,DAL,PHI,20141129,110,103
235,NOP,WAS,20141129,80,83
236,CHO,ATL,20141129,75,105
237,IND,CLE,20141129,97,109
238,HOU,MIL,20141129,117,103
239,LAC,UTA,20141129,112,96
240,SAS,BOS,20141130,111,89
241,CHI,BRK,20141130,102,84
242,GSW,DET,20141130,104,93
243,MEM,SAC,20141130,97,85
244,MIA,NYK,20141130,86,79
245,ORL,PHO,20141130,93,90
246,MIN,POR,20141130,93,107
247,TOR,LAL,20141130,122,129
248,SAS,PHI,20141201,109,103
249,MIA,WAS,20141201,86,107
250,DEN,UTA,20141201,103,101
251,MIN,LAC,20141201,101,127
252,MIL,CLE,20141202,108,111
253,BOS,ATL,20141202,105,109
254,LAL,DET,20141202,106,96
255,BRK,NYK,20141202,98,93
256,DAL,CHI,20141202,132,129
257,OKC,NOP,20141202,104,112
258,POR,DEN,20141202,105,103
259,IND,PHO,20141202,99,116
260,TOR,SAC,20141202,117,109
261,ORL,GSW,20141202,97,98
262,CHI,CHO,20141203,102,95
263,LAL,WAS,20141203,95,111
264,DET,BOS,20141203,102,109
265,SAS,BRK,20141203,93,95
266,ATL,MIA,20141203,112,102
267,MEM,HOU,20141203,96,105
268,DAL,MIL,20141203,107,105
269,PHI,MIN,20141203,85,77
270,TOR,UTA,20141203,123,104
271,ORL,LAC,20141203,86,114
272,CLE,NYK,20141204,90,87
273,IND,POR,20141204,82,88
274,NOP,GSW,20141204,85,112
275,NYK,CHO,20141205,102,103
276,OKC,PHI,20141205,103,91
277,DEN,WAS,20141205,89,119
278,LAL,BOS,20141205,96,113
279,ATL,BRK,20141205,98,75
280,CLE,TOR,20141205,105,91
281,SAS,MEM,20141205,107,101
282,HOU,MIN,20141205,114,112
283,PHO,DAL,20141205,118,106
284,MIA,MIL,20141205,85,109
285,ORL,UTA,20141205,98,93
286,IND,SAC,20141205,101,102
287,PHI,DET,20141206,108,101
288,GSW,CHI,20141206,112,102
289,PHO,HOU,20141206,95,100
290,MIN,SAS,20141206,101,123
291,ORL,SAC,20141206,105,96
292,NOP,LAC,20141206,100,120
293,WAS,BOS,20141207,93,101
294,DEN,ATL,20141207,84,96
295,OKC,DET,20141207,96,94
296,MIA,MEM,20141207,87,103
297,MIL,DAL,20141207,102,125
298,POR,NYK,20141207,103,99
299,NOP,LAL,20141207,104,87
300,ATL,IND,20141208,108,92
301,BOS,WAS,20141208,132,133
302,CLE,BRK,20141208,110,88
303,DEN,TOR,20141208,107,112
304,GSW,MIN,20141208,102,86
305,UTA,SAC,20141208,92,101
306,PHO,LAC,20141208,120,121
307,TOR,CLE,20141209,101,105
308,POR,DET,20141209,98,86
309,DAL,MEM,20141209,105,114
310,NYK,NOP,20141209,93,104
311,MIL,OKC,20141209,101,114
312,MIA,PHO,20141209,103,97
313,SAS,UTA,20141209,96,100
314,SAC,LAL,20141209,95,98
315,BOS,CHO,20141210,87,96
316,LAC,IND,20141210,103,96
317,WAS,ORL,20141210,91,89
318,PHI,ATL,20141210,79,95
319,BRK,CHI,20141210,80,105
320,NOP,DAL,20141210,107,112
321,POR,MIN,20141210,82,90
322,NYK,SAS,20141210,95,109
323,MIA,DEN,20141210,82,102
324,HOU,GSW,20141210,93,105
325,CLE,OKC,20141211,94,103
326,HOU,SAC,20141211,113,109
327,POR,CHI,20141212,106,115
328,LAC,WAS,20141212,96,104
329,ORL,ATL,20141212,81,87
330,NYK,BOS,20141212,101,95
331,PHI,BRK,20141212,70,88
332,IND,TOR,20141212,94,106
333,CHO,MEM,20141212,107,113
334,OKC,MIN,20141212,111,92
335,CLE,NOP,20141212,114,119
336,DET,PHO,20141212,105,103
337,MIA,UTA,20141212,100,95
338,LAL,SAS,20141212,112,110
339,GSW,DAL,20141213,105,98
340,BRK,CHO,20141213,114,87
341,POR,IND,20141213,95,85
342,ATL,ORL,20141213,99,100
343,LAC,MIL,20141213,106,111
344,MEM,PHI,20141213,120,115
345,DEN,HOU,20141213,96,108
346,DET,SAC,20141213,95,90
347,CHI,MIA,20141214,93,75
348,GSW,NOP,20141214,128,122
349,UTA,WAS,20141214,84,93
350,LAL,MIN,20141214,100,94
351,PHO,OKC,20141214,88,112
352,TOR,NYK,20141214,95,90
353,SAS,DEN,20141214,99,91
354,CHO,CLE,20141215,88,97
355,LAL,IND,20141215,91,110
356,BOS,PHI,20141215,105,87
357,CHI,ATL,20141215,86,93
358,ORL,TOR,20141215,82,95
359,MIL,PHO,20141215,96,94
360,SAS,POR,20141215,95,108
361,DET,LAC,20141215,91,113
362,MIN,WAS,20141216,95,109
363,MIA,BRK,20141216,95,91
364,GSW,MEM,20141216,98,105
365,UTA,NOP,20141216,111,119
366,DAL,NYK,20141216,107,87
367,OKC,SAC,20141216,104,92
368,PHO,CHO,20141217,111,106
369,ATL,CLE,20141217,127,98
370,ORL,BOS,20141217,92,109
371,DAL,DET,20141217,117,106
372,UTA,MIA,20141217,105,87
373,BRK,TOR,20141217,89,105
374,MEM,SAS,20141217,117,116
375,MIL,POR,20141217,97,104
376,HOU,DEN,20141217,115,111
377,IND,LAC,20141217,100,102
378,NYK,CHI,20141218,97,103
379,NOP,HOU,20141218,99,90
380,MIL,SAC,20141218,108,107
381,OKC,GSW,20141218,109,114
382,UTA,ORL,20141219,101,94
383,CHO,PHI,20141219,109,91
384,MIN,BOS,20141219,98,114
385,BRK,CLE,20141219,91,95
386,TOR,DET,20141219,110,100
387,WAS,MIA,20141219,105,103
388,CHI,MEM,20141219,103,97
389,POR,SAS,20141219,129,119
390,LAC,DEN,20141219,106,109
391,OKC,LAL,20141219,104,103
392,PHO,NYK,20141220,99,90
393,UTA,CHO,20141220,86,104
394,POR,NOP,20141220,114,88
395,ATL,HOU,20141220,104,97
396,SAS,DAL,20141220,93,99
397,IND,DEN,20141220,73,76
398,MIL,LAC,20141220,102,106
399,NYK,TOR,20141221,108,118
400,MEM,CLE,20141221,91,105
401,DET,BRK,20141221,105,110
402,BOS,MIA,20141221,84,100
403,PHI,ORL,20141221,96,88
404,LAL,SAC,20141221,101,108
405,PHO,WAS,20141221,104,92
406,IND,MIN,20141221,100,96
407,NOP,OKC,20141221,101,99
408,DEN,CHO,20141222,82,110
409,TOR,CHI,20141222,120,129
410,POR,HOU,20141222,95,110
411,UTA,MEM,20141222,97,91
412,ATL,DAL,20141222,105,102
413,LAC,SAS,20141222,118,125
414,SAC,GSW,20141222,108,128
415,MIN,CLE,20141223,104,125
416,NOP,IND,20141223,84,96
417,BOS,ORL,20141223,95,100
418,CHI,WAS,20141223,99,91
419,LAC,ATL,20141223,104,107
420,DEN,BRK,20141223,96,102
421,PHI,MIA,20141223,91,87
422,CHO,MIL,20141223,108,101
423,POR,OKC,20141223,115,111
424,DAL,PHO,20141223,115,124
425,GSW,LAL,20141223,105,115
426,WAS,NYK,20141225,102,91
427,OKC,SAS,20141225,114,106
428,CLE,MIA,20141225,91,101
429,LAL,CHI,20141225,93,113
430,GSW,LAC,20141225,86,100
431,BRK,BOS,20141226,109,107
432,CLE,ORL,20141226,98,89
433,MIL,ATL,20141226,107,77
434,IND,DET,20141226,109,119
435,HOU,MEM,20141226,117,111
436,SAS,NOP,20141226,90,97
437,CHO,OKC,20141226,75,98
438,LAL,DAL,20141226,98,102
439,MIN,DEN,20141226,102,106
440,PHI,POR,20141226,93,114
441,PHO,SAC,20141226,115,106
442,TOR,LAC,20141227,110,98
443,ORL,CHO,20141227,102,94
444,BOS,WAS,20141227,88,101
445,MEM,MIA,20141227,103,95
446,IND,BRK,20141227,110,85
447,NOP,CHI,20141227,100,107
448,ATL,MIL,20141227,90,85
449,PHI,UTA,20141227,71,88
450,NYK,SAC,20141227,129,135
451,MIN,GSW,20141227,97,110
452,DET,CLE,20141228,103,80
453,HOU,SAS,20141228,106,110
454,OKC,DAL,20141228,107,112
455,TOR,DEN,20141228,116,102
456,NYK,POR,20141228,79,101
457,PHO,LAL,20141228,116,107
458,MIL,CHO,20141229,104,94
459,CHI,IND,20141229,92,90
460,SAC,BRK,20141229,99,107
461,ORL,MIA,20141229,102,101
462,WAS,HOU,20141229,104,103
463,UTA,LAC,20141229,97,101
464,DET,ORL,20141230,109,86
465,CLE,ATL,20141230,101,109
466,BRK,CHI,20141230,96,82
467,SAS,MEM,20141230,87,95
468,PHO,NOP,20141230,106,110
469,WAS,DAL,20141230,87,114
470,LAL,DEN,20141230,111,103
471,MIN,UTA,20141230,94,100
472,TOR,POR,20141230,97,102
473,PHI,GSW,20141230,86,126
474,SAC,BOS,20141231,84,106
475,MIA,IND,20141231,95,106
476,NYK,LAC,20141231,78,99
477,MIL,CLE,20141231,96,80
478,CHO,HOU,20141231,83,102
479,NOP,SAS,20141231,93,95
480,PHO,OKC,20141231,134,137
481,DEN,CHI,20150101,101,106
482,SAC,MIN,20150101,110,107
483,CLE,CHO,20150102,91,87
484,BRK,ORL,20150102,100,98
485,DAL,BOS,20150102,119,101
486,DET,NYK,20150102,97,81
487,HOU,NOP,20150102,83,111
488,WAS,OKC,20150102,102,109
489,IND,MIL,20150102,94,91
490,PHI,PHO,20150102,96,112
491,ATL,UTA,20150102,98,92
492,TOR,GSW,20150102,105,126
493,MEM,LAL,20150102,109,106
494,CHO,ORL,20150103,98,90
495,BOS,CHI,20150103,104,109
496,MIA,HOU,20150103,79,115
497,UTA,MIN,20150103,101,89
498,WAS,SAS,20150103,92,101
499,MEM,DEN,20150103,85,114
500,ATL,POR,20150103,115,107
501,PHI,LAC,20150103,91,127
502,DAL,CLE,20150104,109,90
503,SAC,DET,20150104,95,114
504,BRK,MIA,20150104,84,88
505,MIL,NYK,20150104,95,82
506,TOR,PHO,20150104,109,125
507,IND,LAL,20150104,87,88
508,CLE,PHI,20150105,92,95
509,CHO,BOS,20150105,104,95
510,DAL,BRK,20150105,96,88
511,HOU,CHI,20150105,105,114
512,NYK,MEM,20150105,83,105
513,DEN,MIN,20150105,110,101
514,WAS,NOP,20150105,92,85
515,IND,UTA,20150105,105,101
516,LAL,POR,20150105,94,98
517,OKC,GSW,20150105,91,117
518,ATL,LAC,20150105,107,98
519,PHO,MIL,20150106,102,96
520,DET,SAS,20150106,105,104
521,NOP,CHO,20150107,94,98
522,HOU,CLE,20150107,105,93
523,MIL,PHI,20150107,97,77
524,NYK,WAS,20150107,91,101
525,MEM,ATL,20150107,86,96
526,BOS,BRK,20150107,89,81
527,UTA,CHI,20150107,97,77
528,DET,DAL,20150107,108,95
529,ORL,DEN,20150107,90,93
530,PHO,MIN,20150107,113,111
531,OKC,SAC,20150107,83,104
532,IND,GSW,20150107,102,117
533,LAL,LAC,20150107,89,114
534,CHO,TOR,20150108,103,95
535,HOU,NYK,20150108,120,96
536,MIA,POR,20150108,83,99
537,BOS,IND,20150109,103,107
538,PHI,BRK,20150109,90,88
539,ATL,DET,20150109,106,103
540,MEM,NOP,20150109,95,106
541,UTA,OKC,20150109,94,99
542,CHI,WAS,20150109,86,102
543,MIN,MIL,20150109,84,98
544,PHO,SAS,20150109,95,100
545,DEN,SAC,20150109,118,108
546,CLE,GSW,20150109,94,112
547,ORL,LAL,20150109,84,101
548,CHO,NYK,20150110,110,82
549,DAL,LAC,20150110,100,120
550,BRK,DET,20150110,93,98
551,IND,PHI,20150110,92,93
552,BOS,TOR,20150110,96,109
553,MIL,CHI,20150110,87,95
554,UTA,HOU,20150110,82,97
555,SAS,MIN,20150110,108,93
556,ORL,POR,20150110,92,103
557,WAS,ATL,20150111,89,120
558,MIA,LAC,20150111,104,90
559,PHO,MEM,20150111,110,122
560,CLE,SAC,20150111,84,103
561,POR,LAL,20150111,106,94
562,NOP,BOS,20150112,100,108
563,HOU,BRK,20150112,113,99
564,DET,TOR,20150112,114,111
565,ORL,CHI,20150112,121,114
566,MIN,IND,20150113,110,101
567,ATL,PHI,20150113,105,87
568,SAS,WAS,20150113,93,101
569,CLE,PHO,20150113,100,107
570,GSW,UTA,20150113,116,105
571,DAL,SAC,20150113,108,104
572,MIA,LAL,20150113,78,75
573,SAS,CHO,20150114,98,93
574,HOU,ORL,20150114,113,120
575,MEM,BRK,20150114,103,92
576,NOP,DET,20150114,105,94
577,PHI,TOR,20150114,84,100
578,ATL,BOS,20150114,105,91
579,WAS,CHI,20150114,105,99
580,DAL,DEN,20150114,107,114
581,MIA,GSW,20150114,89,104
582,LAC,POR,20150114,100,94
583,NYK,MIL,20150115,79,95
584,OKC,HOU,20150115,101,112
585,CLE,LAL,20150115,109,102
586,DET,IND,20150116,98,96
587,MEM,ORL,20150116,106,96
588,NOP,PHI,20150116,81,96
589,BRK,WAS,20150116,102,80
590,CHI,BOS,20150116,119,103
591,ATL,TOR,20150116,110,89
592,GSW,OKC,20150116,115,127
593,DEN,DAL,20150116,89,97
594,POR,SAS,20150116,96,110
595,MIN,PHO,20150116,99,110
596,LAL,UTA,20150116,85,94
597,MIA,SAC,20150116,95,83
598,CLE,LAC,20150116,126,121
599,IND,CHO,20150117,71,80
600,PHI,DET,20150117,89,107
601,WAS,BRK,20150117,99,90
602,ATL,CHI,20150117,107,99
603,GSW,HOU,20150117,131,106
604,MIN,DEN,20150117,113,105
605,POR,MEM,20150117,98,102
606,LAC,SAC,20150117,117,108
607,NOP,TOR,20150118,95,93
608,OKC,ORL,20150118,127,99
609,UTA,SAS,20150118,69,89
610,MIN,CHO,20150119,80,105
611,PHI,WAS,20150119,76,111
612,DET,ATL,20150119,82,93
613,BOS,LAC,20150119,93,102
614,DEN,GSW,20150119,79,122
615,DAL,MEM,20150119,103,95
616,IND,HOU,20150119,98,110
617,NOP,NYK,20150119,92,99
618,CHI,CLE,20150119,94,108
619,TOR,MIL,20150119,92,89
620,LAL,PHO,20150119,100,115
621,SAC,POR,20150119,94,98
622,OKC,MIA,20150120,94,86
623,SAS,DEN,20150120,109,99
624,MIA,CHO,20150121,76,78
625,UTA,CLE,20150121,92,106
626,NYK,PHI,20150121,98,91
627,IND,ATL,20150121,91,110
628,ORL,DET,20150121,118,128
629,TOR,MEM,20150121,86,92
630,DAL,MIN,20150121,98,75
631,LAL,NOP,20150121,80,96
632,OKC,WAS,20150121,105,103
633,POR,PHO,20150121,113,118
634,BRK,SAC,20150121,103,100
635,HOU,GSW,20150121,113,126
636,SAS,CHI,20150122,81,104
637,UTA,MIL,20150122,101,99
638,BOS,POR,20150122,90,89
639,BRK,LAC,20150122,84,123
640,TOR,PHI,20150123,91,86
641,OKC,ATL,20150123,93,103
642,CHO,CLE,20150123,90,129
643,IND,MIA,20150123,87,89
644,ORL,NYK,20150123,106,113
645,CHI,DAL,20150123,102,98
646,NOP,MIN,20150123,92,84
647,LAL,SAS,20150123,85,99
648,BOS,DEN,20150123,100,99
649,HOU,PHO,20150123,113,111
650,SAC,GSW,20150123,101,126
651,NYK,CHO,20150124,71,76
652,DET,MIL,20150124,86,101
653,PHI,MEM,20150124,83,101
654,BRK,UTA,20150124,73,108
655,WAS,POR,20150124,96,103
656,MIA,CHI,20150125,96,84
657,OKC,CLE,20150125,98,108
658,MIN,ATL,20150125,100,112
659,DAL,NOP,20150125,106,109
660,IND,ORL,20150125,106,99
661,LAC,PHO,20150125,120,100
662,MIL,SAS,20150125,95,101
663,DET,TOR,20150125,110,114
664,WAS,DEN,20150125,117,115
665,BOS,GSW,20150125,111,114
666,HOU,LAL,20150125,99,87
667,ORL,MEM,20150126,94,103
668,PHI,NOP,20150126,74,99
669,MIN,OKC,20150126,84,92
670,BOS,UTA,20150126,99,90
671,DEN,LAC,20150126,98,102
672,TOR,IND,20150127,104,91
673,CLE,DET,20150127,103,95
674,MIL,MIA,20150127,109,102
675,MEM,DAL,20150127,109,90
676,CHI,GSW,20150127,113,111
677,WAS,LAL,20150127,98,92
678,POR,CLE,20150128,94,99
679,DET,PHI,20150128,69,89
680,SAC,TOR,20150128,102,119
681,BRK,ATL,20150128,102,113
682,DAL,HOU,20150128,94,99
683,BOS,MIN,20150128,98,110
684,DEN,NOP,20150128,93,85
685,OKC,NYK,20150128,92,100
686,CHO,SAS,20150128,86,95
687,LAC,UTA,20150128,94,89
688,WAS,PHO,20150128,98,106
689,NYK,IND,20150129,82,103
690,MIL,ORL,20150129,115,100
691,DEN,MEM,20150129,69,99
692,CHI,LAL,20150129,118,123
693,MIN,PHI,20150130,94,103
694,POR,ATL,20150130,99,105
695,HOU,BOS,20150130,93,87
696,TOR,BRK,20150130,127,122
697,SAC,CLE,20150130,90,101
698,DAL,MIA,20150130,93,72
699,LAC,NOP,20150130,103,108
700,GSW,UTA,20150130,100,110
701,CHI,PHO,20150130,93,99
702,SAC,IND,20150131,99,94
703,DAL,ORL,20150131,108,93
704,TOR,WAS,20150131,120,116
705,PHI,ATL,20150131,85,91
706,HOU,DET,20150131,101,114
707,OKC,MEM,20150131,74,85
708,CLE,MIN,20150131,106,90
709,POR,MIL,20150131,88,95
710,CHO,DEN,20150131,104,86
711,LAC,SAS,20150131,105,85
712,PHO,GSW,20150131,87,106
713,MIA,BOS,20150201,83,75
714,LAL,NYK,20150201,80,92
715,PHI,CLE,20150202,84,97
716,CHO,WAS,20150202,92,88
717,LAC,BRK,20150202,100,102
718,MIL,TOR,20150202,82,75
719,ATL,NOP,20150202,100,115
720,ORL,OKC,20150202,97,104
721,MIN,DAL,20150202,94,100
722,MEM,PHO,20150202,102,101
723,DEN,PHI,20150203,98,105
724,MIA,DET,20150203,91,108
725,BOS,NYK,20150203,108,97
726,UTA,POR,20150203,102,103
727,GSW,SAC,20150203,121,96
728,DET,IND,20150204,109,114
729,WAS,ATL,20150204,96,105
730,DEN,BOS,20150204,100,104
731,BRK,TOR,20150204,109,93
732,CHI,HOU,20150204,90,101
733,LAL,MIL,20150204,105,113
734,MIA,MIN,20150204,101,102
735,OKC,NOP,20150204,102,91
736,ORL,SAS,20150204,103,110
737,MEM,UTA,20150204,100,90
738,DAL,GSW,20150204,114,128
739,WAS,CHO,20150205,87,94
740,LAC,CLE,20150205,94,105
741,DAL,SAC,20150205,101,78
742,PHO,POR,20150205,87,108
743,NYK,BRK,20150206,88,92
744,CLE,IND,20150206,99,103
745,LAL,ORL,20150206,97,103
746,LAC,TOR,20150206,107,123
747,GSW,ATL,20150206,116,124
748,PHI,BOS,20150206,96,107
749,DEN,DET,20150206,88,98
750,MIL,HOU,20150206,111,117
751,MEM,MIN,20150206,89,90
752,NOP,OKC,20150206,116,113
753,UTA,PHO,20150206,93,100
754,MIA,SAS,20150206,85,98
755,CHI,NOP,20150207,107,72
756,BRK,WAS,20150207,77,114
757,GSW,NYK,20150207,106,92
758,CHO,PHI,20150207,81,89
759,POR,DAL,20150207,101,111
760,BOS,MIL,20150207,93,96
761,SAC,UTA,20150207,90,102
762,LAC,OKC,20150208,108,131
763,LAL,CLE,20150208,105,120
764,IND,CHO,20150208,103,102
765,MIN,DET,20150208,112,101
766,ATL,MEM,20150208,88,94
767,CHI,ORL,20150208,98,97
768,POR,HOU,20150208,109,98
769,SAS,TOR,20150208,82,87
770,PHO,SAC,20150208,83,85
771,SAS,IND,20150209,95,93
772,GSW,PHI,20150209,89,84
773,ORL,WAS,20150209,80,96
774,NYK,MIA,20150209,95,109
775,BRK,MIL,20150209,97,103
776,ATL,MIN,20150209,117,105
777,UTA,NOP,20150209,100,96
778,LAC,DAL,20150209,115,98
779,OKC,DEN,20150209,124,114
780,DET,CHO,20150210,106,78
781,SAC,CHI,20150210,86,104
782,BRK,MEM,20150210,86,95
783,HOU,PHO,20150210,127,118
