ORLNOP20141028,ORL,NOP,20141028,84,101
DALSAS20141028,DAL,SAS,20141028,100,101
HOULAL20141028,HOU,LAL,20141028,108,90
MILCHO20141029,MIL,CHO,20141029,106,108
PHIIND20141029,PHI,IND,20141029,91,103
ATLTOR20141029,ATL,TOR,20141029,102,109
WASMIA20141029,WAS,MIA,20141029,95,107
BRKBOS20141029,BRK,BOS,20141029,105,121
CHINYK20141029,CHI,NYK,20141029,104,80
MINMEM20141029,MIN,MEM,20141029,101,105
DETDEN20141029,DET,DEN,20141029,79,89
HOUUTA20141029,HOU,UTA,20141029,104,93
LALPHO20141029,LAL,PHO,20141029,99,119
GSWSAC20141029,GSW,SAC,20141029,95,77
OKCPOR20141029,OKC,POR,20141029,89,106
WASORL20141030,WAS,ORL,20141030,105,98
NYKCLE20141030,NYK,CLE,20141030,95,90
DETMIN20141030,DET,MIN,20141030,91,97
UTADAL20141030,UTA,DAL,20141030,102,120
OKCLAC20141030,OKC,LAC,20141030,90,93
MEMIND20141031,MEM,IND,20141031,97,89
CLECHI20141031,CLE,CHI,20141031,114,108
PHIMIL20141031,PHI,MIL,20141031,81,93
SASPHO20141031,SAS,PHO,20141031,89,94
PORSAC20141031,POR,SAC,20141031,94,103
LACLAL20141031,LAC,LAL,20141031,118,111
MEMCHO20141101,MEM,CHO,20141101,71,69
DALNOP20141101,DAL,NOP,20141101,109,104
TORORL20141101,TOR,ORL,20141101,108,95
MIAPHI20141101,MIA,PHI,20141101,114,96
MILWAS20141101,MIL,WAS,20141101,97,108
INDATL20141101,IND,ATL,20141101,92,102
BRKDET20141101,BRK,DET,20141101,102,90
BOSHOU20141101,BOS,HOU,20141101,90,104
CHIMIN20141101,CHI,MIN,20141101,106,105
DENOKC20141101,DEN,OKC,20141101,91,102
PHOUTA20141101,PHO,UTA,20141101,91,118
LALGSW20141101,LAL,GSW,20141101,104,127
SACLAC20141102,SAC,LAC,20141102,98,92
TORMIA20141102,TOR,MIA,20141102,102,107
CHONYK20141102,CHO,NYK,20141102,93,96
GSWPOR20141102,GSW,POR,20141102,95,90
HOUPHI20141103,HOU,PHI,20141103,104,93
OKCBRK20141103,OKC,BRK,20141103,85,116
NOPMEM20141103,NOP,MEM,20141103,81,93
BOSDAL20141103,BOS,DAL,20141103,113,118
SACDEN20141103,SAC,DEN,20141103,110,105
UTALAC20141103,UTA,LAC,20141103,101,107
MILIND20141104,MIL,IND,20141104,87,81
HOUMIA20141104,HOU,MIA,20141104,108,91
WASNYK20141104,WAS,NYK,20141104,98,83
OKCTOR20141104,OKC,TOR,20141104,88,100
ORLCHI20141104,ORL,CHI,20141104,90,98
CHONOP20141104,CHO,NOP,20141104,91,100
CLEPOR20141104,CLE,POR,20141104,82,101
PHOLAL20141104,PHO,LAL,20141104,112,106
MIACHO20141105,MIA,CHO,20141105,89,96
ORLPHI20141105,ORL,PHI,20141105,91,89
TORBOS20141105,TOR,BOS,20141105,110,107
MINBRK20141105,MIN,BRK,20141105,98,91
NYKDET20141105,NYK,DET,20141105,95,98
CHIMIL20141105,CHI,MIL,20141105,95,86
INDWAS20141105,IND,WAS,20141105,94,96
ATLSAS20141105,ATL,SAS,20141105,92,94
MEMPHO20141105,MEM,PHO,20141105,102,91
CLEUTA20141105,CLE,UTA,20141105,100,102
DENSAC20141105,DEN,SAC,20141105,109,131
LACGSW20141105,LAC,GSW,20141105,104,121
SASHOU20141106,SAS,HOU,20141106,81,98
DALPOR20141106,DAL,POR,20141106,87,108
ATLCHO20141107,ATL,CHO,20141107,119,122
MINORL20141107,MIN,ORL,20141107,103,112
CHIPHI20141107,CHI,PHI,20141107,118,115
INDBOS20141107,IND,BOS,20141107,98,101
NYKBRK20141107,NYK,BRK,20141107,99,110
MILDET20141107,MIL,DET,20141107,95,98
WASTOR20141107,WAS,TOR,20141107,84,103
MEMOKC20141107,MEM,OKC,20141107,91,89
SACPHO20141107,SAC,PHO,20141107,114,112
DALUTA20141107,DAL,UTA,20141107,105,82
CLEDEN20141107,CLE,DEN,20141107,110,101
PORLAC20141108,POR,LAC,20141108,102,106
WASIND20141108,WAS,IND,20141108,97,90
NYKATL20141108,NYK,ATL,20141108,96,103
MINMIA20141108,MIN,MIA,20141108,92,102
BOSCHI20141108,BOS,CHI,20141108,106,101
GSWHOU20141108,GSW,HOU,20141108,98,87
MEMMIL20141108,MEM,MIL,20141108,92,93
NOPSAS20141108,NOP,SAS,20141108,100,99
ORLBRK20141109,ORL,BRK,20141109,96,104
UTADET20141109,UTA,DET,20141109,97,96
SACOKC20141109,SAC,OKC,20141109,93,101
PHITOR20141109,PHI,TOR,20141109,88,120
MIADAL20141109,MIA,DAL,20141109,105,96
GSWPHO20141109,GSW,PHO,20141109,95,107
DENPOR20141109,DEN,POR,20141109,100,116
CHOLAL20141109,CHO,LAL,20141109,92,107
NOPCLE20141110,NOP,CLE,20141110,111,118
UTAIND20141110,UTA,IND,20141110,86,97
ATLNYK20141110,ATL,NYK,20141110,91,85
DETCHI20141110,DET,CHI,20141110,91,102
SASLAC20141110,SAS,LAC,20141110,89,85
ORLTOR20141111,ORL,TOR,20141111,100,104
LALMEM20141111,LAL,MEM,20141111,102,107
OKCMIL20141111,OKC,MIL,20141111,78,85
SACDAL20141111,SAC,DAL,20141111,98,106
CHOPOR20141111,CHO,POR,20141111,100,102
SASGSW20141111,SAS,GSW,20141111,113,100
DETWAS20141112,DET,WAS,20141112,103,107
UTAATL20141112,UTA,ATL,20141112,97,100
OKCBOS20141112,OKC,BOS,20141112,109,94
INDMIA20141112,IND,MIA,20141112,81,75
ORLNYK20141112,ORL,NYK,20141112,97,95
LALNOP20141112,LAL,NOP,20141112,102,109
PORDEN20141112,POR,DEN,20141112,130,113
BRKPHO20141112,BRK,PHO,20141112,104,112
HOUMIN20141112,HOU,MIN,20141112,113,101
SACMEM20141113,SAC,MEM,20141113,110,111
CHITOR20141113,CHI,TOR,20141113,100,93
PHIDAL20141113,PHI,DAL,20141113,70,123
BRKGSW20141113,BRK,GSW,20141113,99,107
DENIND20141114,DEN,IND,20141114,108,87
MILORL20141114,MIL,ORL,20141114,85,101
MIAATL20141114,MIA,ATL,20141114,103,114
CLEBOS20141114,CLE,BOS,20141114,122,121
UTANYK20141114,UTA,NYK,20141114,102,100
PHIHOU20141114,PHI,HOU,20141114,87,88
MINNOP20141114,MIN,NOP,20141114,91,139
DETOKC20141114,DET,OKC,20141114,96,89
CHOPHO20141114,CHO,PHO,20141114,103,95
SASLAL20141114,SAS,LAL,20141114,93,80
ORLWAS20141115,ORL,WAS,20141115,93,98
ATLCLE20141115,ATL,CLE,20141115,94,127
UTATOR20141115,UTA,TOR,20141115,93,111
INDCHI20141115,IND,CHI,20141115,99,90
DETMEM20141115,DET,MEM,20141115,88,95
MINDAL20141115,MIN,DAL,20141115,117,131
BRKPOR20141115,BRK,POR,20141115,87,97
SASSAC20141115,SAS,SAC,20141115,91,94
CHOGSW20141115,CHO,GSW,20141115,87,112
PHOLAC20141115,PHO,LAC,20141115,107,120
DENNYK20141116,DEN,NYK,20141116,93,109
MILMIA20141116,MIL,MIA,20141116,91,84
HOUOKC20141116,HOU,OKC,20141116,69,65
GSWLAL20141116,GSW,LAL,20141116,136,115
DALCHO20141117,DAL,CHO,20141117,107,80
DENCLE20141117,DEN,CLE,20141117,106,97
PHOBOS20141117,PHO,BOS,20141117,118,114
MIABRK20141117,MIA,BRK,20141117,95,83
ORLDET20141117,ORL,DET,20141117,107,93
HOUMEM20141117,HOU,MEM,20141117,93,119
PHISAS20141117,PHI,SAS,20141117,75,100
