,player,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,team,year
1639,Team/G,240.6,40.6,86.2,.471,14.5,40.3,.360,26.0,45.8,.568,17.9,23.4,.767,10.8,35.6,46.3,22.4,7.2,4.9,14.0,18.9,113.6,UTA,2022
1640,Lg,24,15,25,6,2,2,11,26,30,2,6,4,20,10,3,3,27,20,11,16,10,7,UTA,2022
1641,Opponent,19730,3314,7318,.453,994,2837,.350,2320,4481,.518,1199,1581,.758,809,2599,3408,1917,636,352,982,1664,8821,UTA,2022
1642,Opponent/G,240.6,40.4,89.2,.453,12.1,34.6,.350,28.3,54.6,.518,14.6,19.3,.758,9.9,31.7,41.6,23.4,7.8,4.3,12.0,20.3,107.6,UTA,2022
1643,Lg,24,13,21,9,14,13,13,18,23,6,1,1,4,9,1,1,5,19,8,29,8,10,UTA,2022
1644,Team,19805,3485,7365,.473,1094,3099,.353,2391,4266,.560,1536,1955,.786,968,2794,3762,2129,500,429,1259,1679,9600,UTA,2023
1645,Team/G,241.5,42.5,89.8,.473,13.3,37.8,.353,29.2,52.0,.560,18.7,23.8,.786,11.8,34.1,45.9,26.0,6.1,5.2,15.4,20.5,117.1,UTA,2023
1646,Lg,18,12,10,18,7,5,20,19,21,7,13,12,14,6,6,5,10,30,7,28,21,7,UTA,2023
1647,Opponent,19805,3555,7515,.473,1023,2830,.361,2532,4685,.540,1544,1989,.776,919,2644,3563,2047,639,405,1030,1679,9677,UTA,2023
1648,Opponent/G,241.5,43.4,91.6,.473,12.5,34.5,.361,30.9,57.1,.540,18.8,24.3,.776,11.2,32.2,43.5,25.0,7.8,4.9,12.6,20.5,118.0,UTA,2023
1649,Lg,18,26,28,15,19,20,17,25,27,12,20,22,11,26,7,17,10,22,19,28,8,24,UTA,2023
1650,Team,17745,3069,6488,.473,801,2234,.359,2268,4254,.533,1185,1526,.777,786,2436,3222,1952,586,337,1005,1485,8124,DEN,2020
1651,Team/G,243.1,42.0,88.9,.473,11.0,30.6,.359,31.1,58.3,.533,16.2,20.9,.777,10.8,33.4,44.1,26.7,8.0,4.6,13.8,20.3,111.3,DEN,2020
1652,Lg,3,8,15,4,24,26,15,5,6,6,25,26,16,5,24,20,4,9,19,7,11,19,DEN,2020
1653,Opponent,17745,2919,6311,.463,885,2473,.358,2034,3838,.530,1247,1643,.759,736,2377,3113,1852,525,324,1041,1494,7970,DEN,2020
1654,Opponent/G,243.1,40.0,86.5,.463,12.1,33.9,.358,27.9,52.6,.530,17.1,22.5,.759,10.1,32.6,42.6,25.4,7.2,4.4,14.3,20.5,109.2,DEN,2020
1655,Lg,3,11,5,15,12,15,17,10,8,18,10,12,6,12,1,4,24,10,8,17,17,11,DEN,2020
1656,Team,17480,3114,6422,.485,927,2462,.377,2187,3960,.552,1129,1406,.803,758,2442,3200,1933,582,323,972,1374,8284,DEN,2021
1657,Team/G,242.8,43.3,89.2,.485,12.9,34.2,.377,30.4,55.0,.552,15.7,19.5,.803,10.5,33.9,44.4,26.8,8.1,4.5,13.5,19.1,115.1,DEN,2021
1658,Lg,1,4,9,4,15,16,8,7,11,6,27,27,7,8,19,13,5,8,21,12,14,8,DEN,2021
1659,Opponent,17480,2883,6149,.469,934,2570,.363,1949,3579,.545,1229,1589,.773,652,2314,2966,1864,540,325,1014,1379,7929,DEN,2021
1660,Opponent/G,242.8,40.0,85.4,.469,13.0,35.7,.363,27.1,49.7,.545,17.1,22.1,.773,9.1,32.1,41.2,25.9,7.5,4.5,14.1,19.2,110.1,DEN,2021
1661,Lg,1,7,3,18,20,22,11,5,4,26,17,16,9,4,2,1,24,12,7,14,15,8,DEN,2021
1662,Team,19805,3416,7079,.483,1039,2944,.353,2377,4135,.575,1372,1725,.795,752,2865,3617,2279,592,305,1189,1639,9243,DEN,2022
1663,Team/G,241.5,41.7,86.3,.483,12.7,35.9,.353,29.0,50.4,.575,16.7,21.0,.795,9.2,34.9,44.1,27.8,7.2,3.7,14.5,20.0,112.7,DEN,2022
1664,Lg,8,8,23,2,14,13,16,11,21,1,19,23,8,25,9,17,3,18,29,26,20,10,DEN,2022
1665,Opponent,19805,3367,7168,.470,971,2806,.346,2396,4362,.549,1349,1783,.757,795,2680,3475,2082,649,392,1051,1632,9054,DEN,2022
1666,Opponent/G,241.5,41.1,87.4,.470,11.8,34.2,.346,29.2,53.2,.549,16.5,21.7,.757,9.7,32.7,42.4,25.4,7.9,4.8,12.8,19.9,110.4,DEN,2022
1667,Lg,8,18,12,21,10,11,10,23,13,28,11,14,3,7,5,4,22,20,17,26,13,14,DEN,2022
1668,Team,19755,3574,7088,.504,969,2559,.379,2605,4529,.575,1378,1834,.751,828,2699,3527,2368,618,368,1192,1525,9495,DEN,2023
1669,Team/G,240.9,43.6,86.4,.504,11.8,31.2,.379,31.8,55.2,.575,16.8,22.4,.751,10.1,32.9,43.0,28.9,7.5,4.5,14.5,18.6,115.8,DEN,2023
1670,Lg,25,3,22,1,18,25,4,5,12,2,27,24,26,17,15,19,2,11,20,20,4,12,DEN,2023
1671,Opponent,19755,3423,7166,.478,933,2711,.344,2490,4455,.559,1443,1861,.775,832,2516,3348,2105,646,344,1105,1601,9222,DEN,2023
1672,Opponent/G,240.9,41.7,87.4,.478,11.4,33.1,.344,30.4,54.3,.559,17.6,22.7,.775,10.1,30.7,40.8,25.7,7.9,4.2,13.5,19.5,112.5,DEN,2023
1673,Lg,25,12,10,20,3,8,3,18,13,19,9,9,9,12,1,1,16,25,11,21,23,8,DEN,2023
1674,Team,15560,2586,5865,.441,853,2540,.336,1733,3325,.521,1223,1624,.753,675,2193,2868,1525,555,362,981,1370,7248,MIN,2020
1675,Team/G,243.1,40.4,91.6,.441,13.3,39.7,.336,27.1,52.0,.521,19.1,25.4,.753,10.5,34.3,44.8,23.8,8.7,5.7,15.3,21.4,113.3,MIN,2020
1676,Lg,30,18,1,28,8,3,28,24,24,19,7,3,23,10,18,14,20,4,4,26,19,12,MIN,2020
1677,Opponent,15560,2760,5786,.477,740,2040,.363,2020,3746,.539,1263,1613,.783,647,2383,3030,1560,499,355,992,1383,7523,MIN,2020
1678,Opponent/G,243.1,43.1,90.4,.477,11.6,31.9,.363,31.6,58.5,.539,19.7,25.2,.783,10.1,37.2,47.3,24.4,7.8,5.5,15.5,21.6,117.5,MIN,2020
1679,Lg,30,28,23,25,7,5,20,30,30,23,27,26,24,14,30,29,13,18,26,8,8,28,MIN,2020
1680,Team,17405,2932,6546,.448,944,2706,.349,1988,3840,.518,1265,1662,.761,757,2376,3133,1846,632,398,1027,1507,8073,MIN,2021
1681,Team/G,241.7,40.7,90.9,.448,13.1,37.6,.349,27.6,53.3,.518,17.6,23.1,.761,10.5,33.0,43.5,25.6,8.8,5.5,14.3,20.9,112.1,MIN,2021
1682,Lg,11,20,6,27,12,7,25,18,17,21,8,7,22,9,27,20,11,3,3,19,27,18,MIN,2021
1683,Opponent,17405,3098,6426,.482,945,2412,.392,2153,4014,.536,1332,1695,.786,718,2579,3297,1932,550,398,1102,1432,8473,MIN,2021
1684,Opponent/G,241.7,43.0,89.3,.482,13.1,33.5,.392,29.9,55.8,.536,18.5,23.5,.786,10.0,35.8,45.8,26.8,7.6,5.5,15.3,19.9,117.7,MIN,2021
1685,Lg,11,27,20,28,21,12,30,23,25,19,27,26,23,20,23,22,29,16,26,3,8,29,MIN,2021
1686,Team,19780,3411,7458,.457,1211,3386,.358,2200,4072,.540,1474,1894,.778,921,2700,3621,2106,721,460,1175,1786,9507,MIN,2022
1687,Team/G,241.2,41.6,91.0,.457,14.8,41.3,.358,26.8,49.7,.540,18.0,23.1,.778,11.2,32.9,44.2,25.7,8.8,5.6,14.3,21.8,115.9,MIN,2022
1688,Lg,13,10,5,22,1,1,12,21,24,14,4,8,14,6,25,16,7,3,3,21,29,1,MIN,2022
1689,Opponent,19780,3298,7163,.460,1071,3062,.350,2227,4101,.543,1624,2081,.780,904,2858,3762,2149,593,397,1339,1715,9291,MIN,2022
1690,Opponent/G,241.2,40.2,87.4,.460,13.1,37.3,.350,27.2,50.0,.543,19.8,25.4,.780,11.0,34.9,45.9,26.2,7.2,4.8,16.3,20.9,113.3,MIN,2022
1691,Lg,13,10,11,16,25,26,12,7,6,22,30,30,21,24,21,23,27,8,19,1,2,24,MIN,2022
1692,Team,19830,3515,7167,.490,997,2731,.365,2518,4436,.568,1467,1942,.755,749,2686,3435,2145,657,444,1258,1768,9494,MIN,2023
1693,Team/G,241.8,42.9,87.4,.490,12.2,33.3,.365,30.7,54.1,.568,17.9,23.7,.755,9.1,32.8,41.9,26.2,8.0,5.4,15.3,21.6,115.8,MIN,2023
1694,Lg,12,9,18,3,14,15,13,11,16,4,18,16,24,26,18,23,8,5,4,27,29,13,MIN,2023
1695,Opponent,19830,3428,7277,.471,1007,2728,.369,2421,4549,.532,1634,2133,.766,928,2734,3662,2051,674,336,1262,1654,9497,MIN,2023
1696,Opponent/G,241.8,41.8,88.7,.471,12.3,33.3,.369,29.5,55.5,.532,19.9,26.0,.766,11.3,33.3,44.7,25.0,8.2,4.1,15.4,20.2,115.8,MIN,2023
1697,Lg,12,15,18,11,16,10,24,15,20,6,27,29,1,27,18,22,12,29,8,5,15,18,MIN,2023
1698,Team,15725,2510,5730,.438,678,2032,.334,1832,3698,.495,1214,1511,.803,647,2138,2785,1663,534,299,969,1304,6912,GSW,2020
1699,Team/G,241.9,38.6,88.2,.438,10.4,31.3,.334,28.2,56.9,.495,18.7,23.2,.803,10.0,32.9,42.8,25.6,8.2,4.6,14.9,20.1,106.3,GSW,2020
1700,Lg,27,29,21,29,28,25,29,19,8,29,9,16,4,18,26,24,9,7,20,19,10,28,GSW,2020
1701,Opponent,15725,2743,5760,.476,879,2261,.389,1864,3499,.533,1113,1422,.783,661,2359,3020,1698,536,321,1016,1308,7478,GSW,2020
1702,Opponent/G,241.9,42.2,88.6,.476,13.5,34.8,.389,28.7,53.8,.533,17.1,21.9,.783,10.2,36.3,46.5,26.1,8.2,4.9,15.6,20.1,115.0,GSW,2020
1703,Lg,27,23,16,24,28,17,30,15,11,21,11,10,23,17,27,26,28,27,17,6,21,24,GSW,2020
1704,Team,17305,2973,6347,.468,1048,2789,.376,1925,3558,.541,1193,1520,.785,574,2524,3098,1991,587,342,1080,1526,8187,GSW,2021
1705,Team/G,240.3,41.3,88.2,.468,14.6,38.7,.376,26.7,49.4,.541,16.6,21.1,.785,8.0,35.1,43.0,27.7,8.2,4.8,15.0,21.2,113.7,GSW,2021
1706,Lg,24,15,17,14,3,5,9,24,25,11,16,21,13,30,12,22,1,6,17,26,28,12,GSW,2021
1707,Opponent,17305,2897,6408,.452,891,2481,.359,2006,3927,.511,1426,1834,.778,769,2635,3404,1711,567,312,1083,1406,8111,GSW,2021
1708,Opponent/G,240.3,40.2,89.0,.452,12.4,34.5,.359,27.9,54.5,.511,19.8,25.5,.778,10.7,36.6,47.3,23.8,7.9,4.3,15.0,19.5,112.7,GSW,2021
1709,Lg,24,10,17,3,12,16,8,11,20,4,28,30,14,29,26,27,7,22,6,6,11,18,GSW,2021
1710,Team,19730,3323,7087,.469,1176,3231,.364,2147,3856,.557,1280,1665,.769,800,2930,3730,2223,719,372,1221,1723,9102,GSW,2022
1711,Team/G,240.6,40.5,86.4,.469,14.3,39.4,.364,26.2,47.0,.557,15.6,20.3,.769,9.8,35.7,45.5,27.1,8.8,4.5,14.9,21.0,111.0,GSW,2022
1712,Lg,24,17,21,10,3,3,8,24,29,3,26,26,17,20,2,7,5,4,18,29,27,15,GSW,2022
1713,Opponent,19730,3111,7098,.438,1000,2948,.339,2111,4150,.509,1426,1880,.759,792,2705,3497,1875,649,317,1189,1474,8648,GSW,2022
1714,Opponent/G,240.6,37.9,86.6,.438,12.2,36.0,.339,25.7,50.6,.509,17.4,22.9,.759,9.7,33.0,42.6,22.9,7.9,3.9,14.5,18.0,105.5,GSW,2022
1715,Lg,24,2,9,2,15,20,3,2,8,2,19,24,5,6,8,5,2,20,2,8,29,3,GSW,2022
1716,Team,19830,3538,7393,.479,1363,3540,.385,2175,3853,.564,1314,1655,.794,864,2793,3657,2446,588,323,1336,1757,9753,GSW,2023
1717,Team/G,241.8,43.1,90.2,.479,16.6,43.2,.385,26.5,47.0,.564,16.0,20.2,.794,10.5,34.1,44.6,29.8,7.2,3.9,16.3,21.4,118.9,GSW,2023
1718,Lg,12,5,8,12,1,1,2,28,28,6,29,30,9,14,7,8,1,14,25,30,28,2,GSW,2023
1719,Opponent,19830,3478,7423,.469,1060,2915,.364,2418,4508,.536,1589,2067,.769,880,2673,3553,2110,646,326,1172,1510,9605,GSW,2023
1720,Opponent/G,241.8,42.4,90.5,.469,12.9,35.5,.364,29.5,55.0,.536,19.4,25.2,.769,10.7,32.6,43.3,25.7,7.9,4.0,14.3,18.4,117.1,GSW,2023
1721,Lg,12,18,26,9,24,21,18,14,18,9,24,25,4,20,11,15,17,25,6,13,30,21,GSW,2023
1722,Team,17380,2992,6425,.466,895,2410,.371,2097,4015,.522,1498,1894,.791,767,2664,3431,1708,511,338,1051,1594,8377,LAC,2020
1723,Team/G,241.4,41.6,89.2,.466,12.4,33.5,.371,29.1,55.8,.522,20.8,26.3,.791,10.7,37.0,47.7,23.7,7.1,4.7,14.6,22.1,116.3,LAC,2020
1724,Lg,16,10,14,12,13,16,6,13,14,17,1,1,9,8,3,3,22,24,18,13,26,4,LAC,2020
1725,Opponent,17380,2846,6494,.438,886,2566,.345,1960,3928,.499,1335,1766,.756,771,2491,3262,1709,540,338,1013,1647,7913,LAC,2020
1726,Opponent/G,241.4,39.5,90.2,.438,12.3,35.6,.345,27.2,54.6,.499,18.5,24.5,.756,10.7,34.6,45.3,23.7,7.5,4.7,14.1,22.9,109.9,LAC,2020
1727,Lg,16,8,21,3,18,27,5,6,12,2,19,22,3,25,13,18,9,14,13,20,1,13,LAC,2020
1728,Team,17280,3009,6242,.482,1027,2498,.411,1982,3744,.529,1164,1387,.839,678,2501,3179,1756,509,295,950,1383,8209,LAC,2021
1729,Team/G,240.0,41.8,86.7,.482,14.3,34.7,.411,27.5,52.0,.529,16.2,19.3,.839,9.4,34.7,44.2,24.4,7.1,4.1,13.2,19.2,114.0,LAC,2021
1730,Lg,30,12,25,5,6,14,1,19,21,18,24,28,1,21,14,17,17,20,29,7,17,10,LAC,2021
1731,Opponent,17280,2887,6223,.464,833,2341,.356,2054,3882,.529,1157,1489,.777,659,2307,2966,1650,510,304,925,1303,7764,LAC,2021
1732,Opponent/G,240.0,40.1,86.4,.464,11.6,32.5,.356,28.5,53.9,.529,16.1,20.7,.777,9.2,32.0,41.2,22.9,7.1,4.2,12.8,18.1,107.8,LAC,2021
1733,Lg,30,9,7,13,6,7,6,15,14,14,10,9,13,5,1,1,3,7,5,22,27,4,LAC,2021
1734,Team,19780,3285,7170,.458,1047,2802,.374,2238,4368,.512,1273,1606,.793,747,2860,3607,1969,608,406,1126,1528,8890,LAC,2022
1735,Team/G,241.2,40.1,87.4,.458,12.8,34.2,.374,27.3,53.3,.512,15.5,19.6,.793,9.1,34.9,44.0,24.0,7.4,5.0,13.7,18.6,108.4,LAC,2022
1736,Lg,13,20,17,21,12,20,3,19,14,25,27,30,9,26,10,19,16,15,8,14,6,23,LAC,2022
1737,Opponent,19780,3343,7432,.450,958,2780,.345,2385,4652,.513,1244,1606,.775,984,2881,3865,1975,631,339,1113,1515,8888,LAC,2022
1738,Opponent/G,241.2,40.8,90.6,.450,11.7,33.9,.345,29.1,56.7,.513,15.2,19.6,.775,12.0,35.1,47.1,24.1,7.7,4.1,13.6,18.5,108.4,LAC,2022
1739,Lg,13,16,29,6,5,9,7,22,28,4,4,3,16,30,23,28,11,18,6,15,26,11,LAC,2022
1740,Team,19830,3370,7059,.477,1041,2735,.381,2329,4324,.539,1533,1962,.781,803,2742,3545,1959,580,364,1167,1598,9314,LAC,2023
1741,Team/G,241.8,41.1,86.1,.477,12.7,33.4,.381,28.4,52.7,.539,18.7,23.9,.781,9.8,33.4,43.2,23.9,7.1,4.4,14.2,19.5,113.6,LAC,2023
1742,Lg,12,23,24,13,10,14,3,22,19,23,15,11,18,19,11,17,24,18,21,18,10,18,LAC,2023
1743,Opponent,19830,3430,7243,.474,1000,2738,.365,2430,4505,.539,1413,1832,.771,838,2699,3537,2048,640,343,1065,1607,9273,LAC,2023
1744,Opponent/G,241.8,41.8,88.3,.474,12.2,33.4,.365,29.6,54.9,.539,17.2,22.3,.771,10.2,32.9,43.1,25.0,7.8,4.2,13.0,19.6,113.1,LAC,2023
1745,Lg,12,16,15,16,12,14,19,16,17,11,6,7,7,13,14,13,11,23,10,24,20,12,LAC,2023
1746,Team,17455,2943,6364,.462,914,2511,.364,2029,3853,.527,1127,1464,.770,695,2372,3067,1713,556,293,1043,1595,7927,SAC,2020
1747,Team/G,242.4,40.9,88.4,.462,12.7,34.9,.364,28.2,53.5,.527,15.7,20.3,.770,9.7,32.9,42.6,23.8,7.7,4.1,14.5,22.2,110.1,SAC,2020
1748,Lg,12,15,19,15,11,12,12,20,20,13,27,28,18,23,25,27,21,14,27,12,27,22,SAC,2020
1749,Opponent,17455,2898,6158,.471,894,2506,.357,2004,3652,.549,1384,1752,.790,654,2481,3135,1791,557,304,1094,1404,8074,SAC,2020
1750,Opponent/G,242.4,40.3,85.5,.471,12.4,34.8,.357,27.8,50.7,.549,19.2,24.3,.790,9.1,34.5,43.5,24.9,7.7,4.2,15.2,19.5,112.1,SAC,2020
1751,Lg,12,12,2,21,21,19,16,9,3,26,22,18,29,3,11,9,20,17,6,10,27,17,SAC,2020
1752,Team,17305,3067,6382,.481,874,2400,.364,2193,3982,.551,1181,1585,.745,674,2307,2981,1836,543,358,963,1400,8189,SAC,2021
1753,Team/G,240.3,42.6,88.6,.481,12.1,33.3,.364,30.5,55.3,.551,16.4,22.0,.745,9.4,32.0,41.4,25.5,7.5,5.0,13.4,19.4,113.7,SAC,2021
1754,Lg,24,8,13,6,19,20,16,6,10,7,21,11,25,22,30,30,12,16,15,11,20,11,SAC,2021
1755,Opponent,17305,3139,6438,.488,893,2349,.380,2246,4089,.549,1283,1631,.787,767,2489,3256,1823,545,336,988,1348,8454,SAC,2021
1756,Opponent/G,240.3,43.6,89.4,.488,12.4,32.6,.380,31.2,56.8,.549,17.8,22.7,.787,10.7,34.6,45.2,25.3,7.6,4.7,13.7,18.7,117.4,SAC,2021
1757,Lg,24,30,22,30,13,8,26,29,26,29,22,21,25,28,19,20,18,14,13,16,19,28,SAC,2021
1758,Team,19805,3321,7223,.460,937,2722,.344,2384,4501,.530,1466,1908,.768,784,2737,3521,1943,588,369,1156,1552,9045,SAC,2022
1759,Team/G,241.5,40.5,88.1,.460,11.4,33.2,.344,29.1,54.9,.530,17.9,23.3,.768,9.6,33.4,42.9,23.7,7.2,4.5,14.1,18.9,110.3,SAC,2022
1760,Lg,8,18,15,20,25,21,24,10,9,19,7,5,18,22,23,26,22,20,19,19,11,16,SAC,2022
1761,Opponent,19805,3561,7429,.479,1065,2864,.372,2496,4565,.547,1306,1682,.776,866,2891,3757,2077,668,395,1106,1665,9493,SAC,2022
1762,Opponent/G,241.5,43.4,90.6,.479,13.0,34.9,.372,30.4,55.7,.547,15.9,20.5,.776,10.6,35.3,45.8,25.3,8.1,4.8,13.5,20.3,115.8,SAC,2022
1763,Lg,8,29,27,28,24,16,29,28,26,25,8,7,17,22,24,22,21,25,18,16,7,29,SAC,2022
1764,Team,19830,3573,7232,.494,1128,3060,.369,2445,4172,.586,1624,2055,.790,782,2699,3481,2237,574,275,1106,1616,9898,SAC,2023
1765,Team/G,241.8,43.6,88.2,.494,13.8,37.3,.369,29.8,50.9,.586,19.8,25.1,.790,9.5,32.9,42.5,27.3,7.0,3.4,13.5,19.7,120.7,SAC,2023
1766,Lg,12,4,16,2,5,6,9,16,24,1,3,7,12,23,15,20,3,20,29,9,11,1,SAC,2023
1767,Opponent,19830,3589,7288,.492,1022,2740,.373,2567,4548,.564,1481,1882,.787,795,2665,3460,2187,598,341,1165,1711,9681,SAC,2023
1768,Opponent/G,241.8,43.8,88.9,.492,12.5,33.4,.373,31.3,55.5,.564,18.1,23.0,.787,9.7,32.5,42.2,26.7,7.3,4.2,14.2,20.9,118.1,SAC,2023
1769,Lg,12,27,19,29,18,15,26,27,19,23,10,10,23,7,9,9,28,16,9,15,4,25,SAC,2023
1770,Team,17595,3006,6429,.468,831,2320,.358,2175,4109,.529,1451,1740,.834,712,2465,3177,1987,559,290,1077,1609,8294,PHO,2020
1771,Team/G,241.0,41.2,88.1,.468,11.4,31.8,.358,29.8,56.3,.529,19.9,23.8,.834,9.8,33.8,43.5,27.2,7.7,4.0,14.8,22.0,113.6,PHO,2020
1772,Lg,6,13,22,9,20,21,16,7,12,9,3,10,1,22,21,21,1,15,29,16,25,10,PHO,2020
1773,Opponent,17595,3011,6378,.472,848,2335,.363,2163,4043,.535,1408,1787,.788,664,2497,3161,1723,576,401,1139,1653,8278,PHO,2020
1774,Opponent/G,241.0,41.2,87.4,.472,11.6,32.0,.363,29.6,55.4,.535,19.3,24.5,.788,9.1,34.2,43.3,23.6,7.9,5.5,15.6,22.6,113.4,PHO,2020
1775,Lg,6,17,11,22,8,6,21,21,18,22,24,21,26,4,9,7,8,20,24,7,3,20,PHO,2020
1776,Team,17480,3118,6357,.490,940,2490,.378,2178,3867,.563,1124,1347,.834,630,2462,3092,1939,517,312,902,1374,8300,PHO,2021
1777,Team/G,242.8,43.3,88.3,.490,13.1,34.6,.378,30.3,53.7,.563,15.6,18.7,.834,8.8,34.2,42.9,26.9,7.2,4.3,12.5,19.1,115.3,PHO,2021
1778,Lg,1,2,16,2,13,15,7,9,16,2,28,29,2,28,18,23,3,19,25,4,14,7,PHO,2021
1779,Opponent,17480,2916,6248,.467,836,2359,.354,2080,3889,.535,1213,1560,.778,674,2401,3075,1652,498,258,981,1294,7881,PHO,2021
1780,Opponent/G,242.8,40.5,86.8,.467,11.6,32.8,.354,28.9,54.0,.535,16.8,21.7,.778,9.4,33.3,42.7,22.9,6.9,3.6,13.6,18.0,109.5,PHO,2021
1781,Lg,1,11,9,15,7,10,5,18,15,17,12,13,15,6,10,9,4,5,1,17,28,7,PHO,2021
1782,Team,19730,3581,7389,.485,951,2616,.364,2630,4773,.551,1303,1635,.797,801,2913,3714,2244,702,359,1060,1633,9416,PHO,2022
1783,Team/G,240.6,43.7,90.1,.485,11.6,31.9,.364,32.1,58.2,.551,15.9,19.9,.797,9.8,35.5,45.3,27.4,8.6,4.4,12.9,19.9,114.8,PHO,2022
1784,Lg,24,1,6,1,21,26,9,1,3,4,24,27,7,19,5,10,4,6,22,7,19,5,PHO,2022
1785,Opponent,19730,3216,7243,.444,953,2805,.340,2263,4438,.510,1416,1861,.761,863,2783,3646,1875,614,327,1206,1553,8801,PHO,2022
1786,Opponent/G,240.6,39.2,88.3,.444,11.6,34.2,.340,27.6,54.1,.510,17.3,22.7,.761,10.5,33.9,44.5,22.9,7.5,4.0,14.7,18.9,107.3,PHO,2022
1787,Lg,24,7,16,3,4,10,5,10,21,3,17,23,6,21,14,19,2,15,3,6,24,8,PHO,2022
1788,Team,19780,3453,7388,.467,1001,2674,.374,2452,4714,.520,1412,1781,.793,971,2657,3628,2235,585,432,1110,1739,9319,PHO,2023
1789,Team/G,241.2,42.1,90.1,.467,12.2,32.6,.374,29.9,57.5,.520,17.2,21.7,.793,11.8,32.4,44.2,27.3,7.1,5.3,13.5,21.2,113.6,PHO,2023
1790,Lg,22,15,9,23,13,17,7,15,9,29,26,27,10,5,19,11,4,16,5,11,26,17,PHO,2023
1791,Opponent,19780,3280,7044,.466,938,2628,.357,2342,4416,.530,1651,2101,.786,840,2676,3516,1915,588,327,1183,1629,9149,PHO,2023
1792,Opponent/G,241.2,40.0,85.9,.466,11.4,32.0,.357,28.6,53.9,.530,20.1,25.6,.786,10.2,32.6,42.9,23.4,7.2,4.0,14.4,19.9,111.6,PHO,2023
1793,Lg,22,2,5,6,4,3,11,9,12,5,28,28,20,14,12,11,3,15,7,11,18,6,PHO,2023
1794,Team,17090,3006,6269,.480,782,2242,.349,2224,4027,.552,1260,1728,.729,757,2490,3247,1803,612,468,1077,1471,8054,LAL,2020
1795,Team/G,240.7,42.3,88.3,.480,11.0,31.6,.349,31.3,56.7,.552,17.7,24.3,.729,10.7,35.1,45.7,25.4,8.6,6.6,15.2,20.7,113.4,LAL,2020
1796,Lg,22,4,20,1,23,23,21,4,9,3,17,8,28,7,13,9,10,5,1,22,14,11,LAL,2020
1797,Opponent,17090,2773,6187,.448,827,2373,.349,1946,3814,.510,1270,1626,.781,668,2333,3001,1662,585,263,1130,1544,7643,LAL,2020
1798,Opponent/G,240.7,39.1,87.1,.448,11.6,33.4,.349,27.4,53.7,.510,17.9,22.9,.781,9.4,32.9,42.3,23.4,8.2,3.7,15.9,21.7,107.6,LAL,2020
1799,Lg,22,5,9,8,9,11,7,7,10,8,15,14,20,7,2,2,7,26,1,5,5,4,LAL,2020
1800,Team,17455,2925,6197,.472,796,2248,.354,2129,3949,.539,1241,1679,.739,695,2490,3185,1775,562,386,1095,1377,7887,LAL,2021
1801,Team/G,242.4,40.6,86.1,.472,11.1,31.2,.354,29.6,54.8,.539,17.2,23.3,.739,9.7,34.6,44.2,24.7,7.8,5.4,15.2,19.1,109.5,LAL,2021
1802,Lg,4,21,27,12,25,24,21,12,12,13,11,6,28,17,15,16,15,11,5,28,16,22,LAL,2021
1803,Opponent,17455,2862,6221,.460,818,2321,.352,2044,3900,.524,1144,1475,.776,634,2392,3026,1776,593,327,1095,1530,7686,LAL,2021
1804,Opponent/G,242.4,39.8,86.4,.460,11.4,32.2,.352,28.4,54.2,.524,15.9,20.5,.776,8.8,33.2,42.0,24.7,8.2,4.5,15.2,21.3,106.8,LAL,2021
1805,Lg,4,5,6,8,3,4,4,13,16,9,9,8,12,2,9,4,13,26,8,4,3,2,LAL,2021
1806,Team,19980,3415,7279,.469,982,2826,.347,2433,4453,.546,1380,1884,.732,782,2826,3608,1968,626,425,1191,1654,9192,LAL,2022
1807,Team/G,243.7,41.6,88.8,.469,12.0,34.5,.347,29.7,54.3,.546,16.8,23.0,.732,9.5,34.5,44.0,24.0,7.6,5.2,14.5,20.2,112.1,LAL,2022
1808,Lg,1,9,10,8,18,17,22,7,10,7,17,9,29,23,12,18,17,11,7,27,21,11,LAL,2022
1809,Opponent,19980,3491,7424,.470,1032,2935,.352,2459,4489,.548,1428,1911,.747,902,2920,3822,2154,684,338,1152,1647,9442,LAL,2022
1810,Opponent/G,243.7,42.6,90.5,.470,12.6,35.8,.352,30.0,54.7,.548,17.4,23.3,.747,11.0,35.6,46.6,26.3,8.3,4.1,14.0,20.1,115.1,LAL,2022
1811,Lg,1,28,26,22,18,19,14,26,24,27,20,26,1,23,26,25,28,27,5,11,9,28,LAL,2022
1812,Team,19880,3516,7298,.482,885,2558,.346,2631,4740,.555,1691,2182,.775,818,2930,3748,2072,526,378,1154,1466,9608,LAL,2023
1813,Team/G,242.4,42.9,89.0,.482,10.8,31.2,.346,32.1,57.8,.555,20.6,26.6,.775,10.0,35.7,45.7,25.3,6.4,4.6,14.1,17.9,117.2,LAL,2023
1814,Lg,5,8,13,10,24,26,25,3,8,12,2,1,20,18,2,6,15,26,16,15,1,6,LAL,2023
1815,Opponent,19880,3607,7698,.469,1028,2991,.344,2579,4707,.548,1319,1706,.773,908,2770,3678,2104,624,416,1035,1760,9561,LAL,2023
